complexity,cognitive_complexity,duplicated_blocks,duplicated_files,duplicated_lines,duplicated_lines_density,violations,open_issues,confirmed_issues,false_positive_issues,blocker_violations,critical_violations,major_violations,minor_violations,info_violations,code_smells,sqale_rating,sqale_index,sqale_debt_ratio,alert_status,quality_gate_details,bugs,reliability_rating,reliability_remediation_effort,vulnerabilities,security_rating,security_remediation_effort,security_hotspots,security_review_rating,security_hotspots_reviewed,lines_to_cover,skipped_tests,tests,test_execution_time,test_errors,test_failures,test_success_density
831,619,20,16,828,6.9,171,171,0,0,0,26,116,29,0,130,1.0,732,0.4,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",41,4.0,151,0,1.0,0,18,5.0,0.0,1713,,,,,,
75,15,0,0,0,0.0,33,33,0,0,0,2,20,11,0,18,1.0,58,0.1,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",15,3.0,25,0,1.0,0,2,5.0,0.0,135,,,,,,
63,46,0,0,0,0.0,21,21,0,0,0,0,9,12,0,10,1.0,50,0.2,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",11,3.0,35,0,1.0,0,18,5.0,0.0,184,,,,,,
130,38,0,0,0,0.0,12,12,0,0,0,4,8,0,0,7,1.0,50,0.2,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",5,3.0,15,0,1.0,0,0,1.0,,211,,,,,,
2844,7407,0,0,0,0.0,335,335,0,0,0,4,283,48,0,330,1.0,9055,3.3,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",5,3.0,20,0,1.0,0,12,5.0,0.0,4704,,,,,,
509,227,28,11,633,7.0,135,135,0,0,2,3,43,87,0,59,1.0,332,0.2,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",76,5.0,278,0,1.0,0,8,5.0,0.0,1212,,,,,,
31,6,0,0,0,0.0,23,23,0,0,6,0,7,10,0,9,1.0,28,0.2,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",14,5.0,52,0,1.0,0,0,1.0,,69,,,,,,
89,23,0,0,0,0.0,9,9,0,0,0,2,3,4,0,6,1.0,38,0.2,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",3,3.0,14,0,1.0,0,0,1.0,,123,,,,,,
82,24,0,0,0,0.0,39,39,0,0,0,0,36,3,0,26,1.0,132,0.5,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",13,3.0,25,0,1.0,0,0,1.0,,165,,,,,,
29,4,0,0,0,0.0,17,17,0,0,0,0,13,4,0,11,1.0,12,0.0,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",6,3.0,14,0,1.0,0,4,5.0,0.0,50,,,,,,
97,24,0,0,0,0.0,19,19,0,0,0,0,17,2,0,12,1.0,16,0.0,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",7,3.0,5,0,1.0,0,0,1.0,,191,,,,,,
232,79,0,0,0,0.0,26,26,0,0,0,0,24,2,0,25,1.0,145,0.3,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",1,3.0,5,0,1.0,0,0,1.0,,614,,,,,,
11,1,0,0,0,0.0,1,1,0,0,0,0,1,0,0,1,1.0,1,0.0,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",0,1.0,0,0,1.0,0,0,1.0,,13,,,,,,
34,8,0,0,0,0.0,5,5,0,0,0,1,4,0,0,5,1.0,21,0.2,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",0,1.0,0,0,1.0,0,0,1.0,,45,,,,,,
93,33,2,2,35,1.6,37,37,0,0,0,0,13,24,0,8,1.0,16,0.0,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",29,3.0,50,0,1.0,0,1,5.0,0.0,220,,,,,,
126,60,0,0,0,0.0,79,79,0,0,1,4,31,43,0,38,1.0,293,1.1,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",41,5.0,89,0,1.0,0,3,5.0,0.0,230,,,,,,
2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0.0,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",0,1.0,0,0,1.0,0,10,5.0,0.0,7,,,,,,
179,106,0,0,0,0.0,134,134,0,0,2,3,67,62,0,59,1.0,309,0.3,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",75,5.0,150,0,1.0,0,14,5.0,0.0,352,,,,,,
3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0.0,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",0,1.0,0,0,1.0,0,0,1.0,,7,,,,,,
24,3,0,0,0,0.0,7,7,0,0,0,0,0,7,0,1,1.0,5,0.1,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",6,2.0,15,0,1.0,0,0,1.0,,42,,,,,,
42,1,0,0,0,0.0,31,31,0,0,0,0,26,5,0,25,1.0,93,0.7,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",6,3.0,30,0,1.0,0,0,1.0,,67,,,,,,
10,0,0,0,0,0.0,3,3,0,0,0,1,2,0,0,3,1.0,11,0.2,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",0,1.0,0,0,1.0,0,0,1.0,,11,,,,,,
2,0,0,0,0,0.0,4,4,0,0,0,0,2,1,1,3,1.0,10,0.5,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",1,2.0,10,0,1.0,0,0,1.0,,5,,,,,,
129,40,0,0,0,0.0,47,47,0,0,0,3,30,14,0,28,1.0,87,0.3,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",19,3.0,32,0,1.0,0,1,5.0,0.0,300,,,,,,
18129,48336,897,119,44939,35.0,2387,2387,0,0,128,271,1570,346,72,1966,1.0,54168,1.7,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",366,5.0,1564,55,4.0,550,30,5.0,0.0,33246,,,,,,
47,13,0,0,0,0.0,6,6,0,0,0,2,1,3,0,6,1.0,35,0.4,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",0,1.0,0,0,1.0,0,0,1.0,,61,,,,,,
91,13,0,0,0,0.0,5,5,0,0,0,1,2,2,0,3,1.0,15,0.1,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",2,2.0,4,0,1.0,0,8,5.0,0.0,91,,,,,,
30,4,0,0,0,0.0,7,7,0,0,0,0,6,1,0,3,1.0,25,0.4,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",4,3.0,16,0,1.0,0,0,1.0,,36,,,,,,
11512,51366,369,21,5367,5.1,2502,2502,0,0,5,218,1935,327,17,2230,1.0,61417,2.7,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",272,5.0,2481,0,1.0,0,22,5.0,0.0,12312,,,,,,
2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0.0,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",0,1.0,0,0,1.0,0,0,1.0,,3,,,,,,
2861,7398,0,0,0,0.0,336,336,0,0,0,9,283,44,0,334,1.0,9096,3.4,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",2,3.0,10,0,1.0,0,4,5.0,0.0,4746,,,,,,
