blocker_violations,bugs,classes,code_smells,cognitive_complexity,comment_lines,comment_lines_density,file_complexity,confirmed_issues,coverage,critical_violations,complexity,last_commit_date,development_cost,duplicated_blocks,duplicated_files,duplicated_lines,duplicated_lines_density,effort_to_reach_maintainability_rating_a,false_positive_issues,files,functions,info_violations,violations,line_coverage,lines,ncloc,ncloc_language_distribution,lines_to_cover,sqale_rating,major_violations,minor_violations,open_issues,reliability_rating,reliability_remediation_effort,reopened_issues,security_hotspots,security_hotspots_reviewed,security_rating,security_remediation_effort,security_review_rating,security_hotspots_reviewed_status,security_hotspots_to_review_status,skipped_tests
1,1,3,8,3,6,1.4,2.5,0,0.0,0,28,1512928314000,12570,0,0,0,0.0,0,0,12,22,0,9,0.0,461,419,css=137;js=265;web=17,31,1.0,4,4,9,5.0,5,0,0,,1.0,0,1.0,0,0,
0,0,7,11,141,101,4.0,7.5,0,0.0,1,278,1532040761000,71850,0,0,0,0.0,0,0,38,170,0,11,0.0,2687,2395,css=68;js=2310;web=17,542,1.0,2,8,11,1.0,0,0,1,0.0,1.0,0,5.0,0,1,
0,0,15,63,115,72,1.4,7.5,0,0.0,1,374,1560185300000,147420,2,2,24,0.4,0,0,75,248,0,63,0.0,5625,4914,css=1072;js=3826;web=16,601,1.0,21,41,63,1.0,0,0,0,,1.0,0,1.0,0,0,
0,0,1,46,229,152,6.4,8.1,0,0.0,6,333,1596426295000,66330,0,0,0,0.0,0,0,44,189,0,46,0.0,2672,2211,css=116;js=2080;web=15,557,1.0,30,10,46,1.0,0,0,4,0.0,1.0,0,5.0,0,4,
0,5,21,74,221,106,3.5,5.6,0,0.0,11,426,1557950777000,87660,6,3,61,1.8,0,0,77,246,0,79,0.0,3375,2922,css=171;js=2730;web=21,696,1.0,48,20,79,4.0,35,0,0,,1.0,0,1.0,0,0,
0,1,3,28,67,47,2.7,3.7,0,0.0,3,151,1651314105000,50910,0,0,0,0.0,0,0,60,105,0,29,0.0,2031,1697,css=428;js=1245;web=24,192,1.0,12,14,29,3.0,1,0,0,,1.0,0,1.0,0,0,
0,1,0,2,9,65,9.1,4.0,0,0.0,0,60,1610290797000,19410,0,0,0,0.0,0,0,21,53,0,3,0.0,807,647,css=222;js=411;web=14,67,1.0,3,0,3,3.0,1,0,0,,1.0,0,1.0,0,0,
0,0,4,0,25,45,10.6,3.6,0,0.0,0,51,1531243542000,11370,0,0,0,0.0,0,0,16,37,0,0,0.0,505,379,css=95;js=210;ts=57;web=17,79,1.0,0,0,0,1.0,0,0,1,0.0,1.0,0,5.0,0,1,
0,0,3,8,12,23,3.9,3.9,0,0.0,0,78,1558108844000,16980,0,0,0,0.0,0,0,21,61,0,8,0.0,672,566,css=51;js=500;web=15,84,1.0,3,5,8,1.0,0,0,1,0.0,1.0,0,5.0,0,1,
1921,16307,120,10948,6148,17322,1.6,6.4,0,0.0,242,5337,1652449238353,31832580,291,64,5716,0.5,0,0,2579,1209,4,27255,0.0,1113402,1061086,css=1009179;js=29;py=22807;ts=1692;web=24763;xml=2616,14055,1.0,23601,1487,27255,5.0,25954,0,52,0.0,1.0,0,5.0,0,52,
