complexity,cognitive_complexity,duplicated_blocks,duplicated_files,duplicated_lines,duplicated_lines_density,violations,open_issues,confirmed_issues,false_positive_issues,blocker_violations,critical_violations,major_violations,minor_violations,info_violations,code_smells,sqale_rating,sqale_index,sqale_debt_ratio,alert_status,quality_gate_details,bugs,reliability_rating,reliability_remediation_effort,vulnerabilities,security_rating,security_remediation_effort,security_hotspots,security_review_rating,security_hotspots_reviewed,lines_to_cover,skipped_tests,tests,test_execution_time,test_errors,test_failures,test_success_density
427,102,0,0,0,0.0,90,90,0,0,0,14,30,46,0,45,1.0,193,0.1,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",45,3.0,112,0,1.0,0,1,5.0,0.0,615,,,,,,
575,110,4,4,134,1.9,211,211,0,0,6,7,103,95,0,139,1.0,623,0.4,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",72,5.0,172,0,1.0,0,4,5.0,0.0,1160,,,,,,
1,0,0,0,0,0.0,4,4,0,0,0,0,4,0,0,0,1.0,0,0.0,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",4,3.0,40,0,1.0,0,0,1.0,,4,,,,,,
4614,5846,819,65,7304,5.9,9915,9915,0,0,1876,229,6404,1402,4,6307,1.0,34364,1.3,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",3608,5.0,12971,0,1.0,0,59,5.0,0.0,13494,,,,,,
14,0,0,0,0,0.0,15,15,0,0,0,0,15,0,0,15,1.0,15,0.2,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",0,1.0,0,0,1.0,0,0,1.0,,2,,,,,,
52,2,0,0,0,0.0,37,37,0,0,0,6,20,11,0,26,1.0,104,0.8,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",11,3.0,62,0,1.0,0,0,1.0,,94,,,,,,
160,17,6,4,615,16.8,65,65,0,0,0,14,22,26,3,56,1.0,192,0.4,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",9,3.0,10,0,1.0,0,0,1.0,,236,,,,,,
173,70,0,0,0,0.0,61,61,0,0,0,15,34,12,0,54,1.0,213,0.5,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",7,3.0,15,0,1.0,0,0,1.0,,242,,,,,,
4929,5826,1420,223,45761,22.6,14475,14475,0,0,1540,222,10270,2439,4,9428,1.0,49842,1.3,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",5047,5.0,14849,0,1.0,0,77,5.0,0.0,13519,,,,,,
142,16,2,1,71,3.1,81,81,0,0,0,11,28,42,0,49,1.0,193,0.4,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",32,3.0,69,0,1.0,0,0,1.0,,274,,,,,,
14974,55595,292,26,47545,7.0,1939,1939,0,0,23,180,1272,446,18,1626,1.0,61203,0.3,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",313,5.0,1131,0,1.0,0,26,5.0,0.0,22589,,,,,,
361,76,0,0,0,0.0,64,64,0,0,0,10,39,15,0,41,1.0,138,0.2,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",23,3.0,37,0,1.0,0,0,1.0,,576,,,,,,
73,4,0,0,0,0.0,20,20,0,0,0,1,15,4,0,14,1.0,45,0.3,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",6,3.0,5,0,1.0,0,0,1.0,,129,,,,,,
72,11,0,0,0,0.0,9,9,0,0,0,4,4,1,0,9,1.0,52,0.3,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",0,1.0,0,0,1.0,0,0,1.0,,148,,,,,,
783,148,8,8,236,2.8,313,313,0,0,0,61,116,133,3,237,1.0,1109,0.6,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",76,3.0,101,0,1.0,0,0,1.0,,1166,,,,,,
202,82,0,0,0,0.0,30,30,0,0,0,4,18,8,0,27,1.0,143,0.3,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",3,3.0,15,0,1.0,0,1,5.0,0.0,360,,,,,,
30,1,0,0,0,0.0,39,39,0,0,0,9,11,19,0,18,1.0,90,0.8,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",21,3.0,41,0,1.0,0,0,1.0,,34,,,,,,
739,636,9,3,173,2.6,416,416,0,0,0,43,127,246,0,352,1.0,1423,0.9,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",64,3.0,154,0,1.0,0,1,5.0,0.0,1185,,,,,,
103,1,0,0,0,0.0,18,18,0,0,0,1,12,5,0,10,1.0,22,0.1,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",8,3.0,32,0,1.0,0,0,1.0,,228,,,,,,
241,22,2,2,130,5.8,61,61,0,0,0,14,30,17,0,46,1.0,132,0.3,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",15,3.0,10,0,1.0,0,3,5.0,0.0,367,,,,,,
251,19,0,0,0,0.0,59,59,0,0,0,13,28,18,0,39,1.0,124,0.2,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",20,3.0,22,0,1.0,0,0,1.0,,403,,,,,,
239,22,0,0,0,0.0,54,54,0,0,0,6,37,11,0,36,1.0,102,0.2,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",18,3.0,15,0,1.0,0,1,5.0,0.0,374,,,,,,
239,22,0,0,0,0.0,56,56,0,0,0,10,34,12,0,35,1.0,99,0.2,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",21,3.0,20,0,1.0,0,0,1.0,,376,,,,,,
319,324,18,11,128,11.0,109,109,0,0,0,12,74,23,0,107,1.0,609,2.0,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",2,3.0,5,0,1.0,0,2,5.0,0.0,339,,,,,,
234,57,0,0,0,0.0,49,49,0,0,0,15,25,9,0,45,1.0,125,0.2,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",4,3.0,26,0,1.0,0,0,1.0,,277,,,,,,
74,1,0,0,0,0.0,15,15,0,0,0,1,13,1,0,8,1.0,32,0.1,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",7,3.0,12,0,1.0,0,0,1.0,,151,,,,,,
109,8,4,3,451,20.4,30,30,0,0,0,12,9,9,0,28,1.0,103,0.2,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",2,3.0,10,0,1.0,0,0,1.0,,178,,,,,,
124,17,0,0,0,0.0,45,45,0,0,0,0,18,27,0,45,1.0,176,0.5,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",0,1.0,0,0,1.0,0,1,5.0,0.0,209,,,,,,
251,23,0,0,0,0.0,72,72,0,0,0,11,37,24,0,46,1.0,145,0.3,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",26,3.0,39,0,1.0,0,0,1.0,,393,,,,,,
97,5,0,0,0,0.0,37,37,0,0,0,12,16,9,0,28,1.0,109,0.4,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",9,3.0,30,0,1.0,0,0,1.0,,180,,,,,,
192,20,0,0,0,0.0,63,63,0,0,0,17,15,31,0,47,1.0,166,0.2,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",16,4.0,33,0,1.0,0,0,1.0,,350,,,,,,
43,3,0,0,0,0.0,11,11,0,0,0,1,9,1,0,7,1.0,27,0.3,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",4,3.0,5,0,1.0,0,0,1.0,,89,,,,,,
1181,1871,4,3,75,1.2,170,170,0,0,1,26,92,48,3,158,1.0,2644,1.7,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",12,3.0,69,0,1.0,0,1,5.0,0.0,2416,,,,,,
642,172,23,11,564,5.7,294,294,0,0,0,14,185,95,0,149,1.0,844,0.4,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",145,3.0,227,0,1.0,0,2,5.0,0.0,1184,,,,,,
71,1,0,0,0,0.0,18,18,0,0,0,5,10,3,0,18,1.0,61,0.4,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",0,1.0,0,0,1.0,0,0,1.0,,123,,,,,,
155,56,0,0,0,0.0,41,41,0,0,0,15,26,0,0,41,1.0,187,0.8,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",0,1.0,0,0,1.0,0,1,5.0,0.0,321,,,,,,
18,1,0,0,0,0.0,5,5,0,0,0,1,4,0,0,5,1.0,21,0.3,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",0,1.0,0,0,1.0,0,0,1.0,,44,,,,,,
351,52,0,0,0,0.0,131,131,0,0,0,9,36,86,0,85,1.0,292,0.3,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",46,3.0,128,0,1.0,0,0,1.0,,489,,,,,,
58,2,0,0,0,0.0,17,17,0,0,0,10,7,0,0,17,1.0,69,0.4,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",0,1.0,0,0,1.0,0,0,1.0,,123,,,,,,
317,26,2,2,104,2.6,165,165,0,0,0,9,38,118,0,108,1.0,225,0.3,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",57,3.0,156,0,1.0,0,5,5.0,0.0,526,,,,,,
242,263,0,0,0,0.0,43,43,0,0,0,10,24,5,4,38,1.0,407,0.7,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",5,4.0,18,0,1.0,0,2,5.0,0.0,445,,,,,,
6561,44615,336,5,19243,51.8,564,564,0,0,1,32,487,28,16,515,2.0,46528,6.1,OK,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""}],""ignoredConditions"":false}",49,3.0,348,0,1.0,0,6,5.0,0.0,8910,,,,,,
98,44,0,0,0,0.0,82,82,0,0,2,0,23,57,0,62,1.0,191,0.3,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",20,3.0,42,0,1.0,0,2,5.0,0.0,403,,,,,,
149,35,0,0,0,0.0,15,15,0,0,0,1,9,2,3,13,1.0,77,0.2,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",2,3.0,10,0,1.0,0,0,1.0,,270,,,,,,
38,1,0,0,0,0.0,20,20,0,0,0,6,10,4,0,18,1.0,55,0.4,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",2,3.0,3,0,1.0,0,0,1.0,,45,,,,,,
424,256,5,1,41,0.7,105,105,0,0,7,13,48,37,0,66,1.0,242,0.2,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",39,4.0,100,0,1.0,0,8,5.0,0.0,957,,,,,,
198,55,4,2,122,4.9,38,38,0,0,0,9,14,10,5,36,1.0,153,0.3,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",2,2.0,7,0,1.0,0,0,1.0,,314,,,,,,
195,10,2,2,104,4.4,85,85,0,0,0,16,52,17,0,42,1.0,176,0.3,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",43,3.0,68,0,1.0,0,0,1.0,,337,,,,,,
18,1,0,0,0,0.0,10,10,0,0,0,2,7,1,0,9,1.0,41,0.7,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",1,2.0,5,0,1.0,0,3,5.0,0.0,43,,,,,,
219,146,0,0,0,0.0,142,142,0,0,35,9,78,20,0,106,1.0,400,0.5,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",36,3.0,47,0,1.0,0,6,5.0,0.0,933,,,,,,
201,117,2,2,32,0.6,45,45,0,0,0,0,9,36,0,36,1.0,106,0.1,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",9,3.0,20,0,1.0,0,2,5.0,0.0,535,,,,,,
352,24,16,16,450,14.0,155,155,0,0,0,2,110,43,0,106,1.0,437,0.6,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",49,3.0,43,0,1.0,0,0,1.0,,559,,,,,,
113,1,4,4,68,4.9,17,17,0,0,0,7,6,4,0,14,1.0,55,0.2,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",3,2.0,6,0,1.0,0,5,5.0,0.0,200,,,,,,
1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0.0,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",0,1.0,0,0,1.0,0,0,1.0,,2,,,,,,
296,90,12,8,498,6.5,259,259,0,0,1,17,141,100,0,150,1.0,501,0.3,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",109,5.0,164,0,1.0,0,0,1.0,,773,,,,,,
39,1,0,0,0,0.0,24,24,0,0,0,13,11,0,0,23,1.0,87,0.7,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",1,3.0,5,0,1.0,0,0,1.0,,46,,,,,,
145,14,0,0,0,0.0,38,38,0,0,0,12,19,7,0,28,1.0,97,0.2,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",10,3.0,34,0,1.0,0,0,1.0,,216,,,,,,
239,21,0,0,0,0.0,53,53,0,0,0,14,27,12,0,43,1.0,137,0.3,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",10,3.0,10,0,1.0,0,0,1.0,,367,,,,,,
65,9,0,0,0,0.0,2,2,0,0,0,1,1,0,0,2,1.0,10,0.1,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",0,1.0,0,0,1.0,0,1,5.0,0.0,147,,,,,,
74,5,0,0,0,0.0,24,24,0,0,0,11,10,3,0,22,1.0,98,0.5,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",2,2.0,4,0,1.0,0,0,1.0,,129,,,,,,
118,37,0,0,0,0.0,35,35,0,0,0,0,24,10,1,20,1.0,92,0.3,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",15,3.0,27,0,1.0,0,1,5.0,0.0,233,,,,,,
317,95,0,0,0,0.0,37,37,0,0,0,15,9,13,0,30,1.0,131,0.2,OK,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",7,3.0,31,0,1.0,0,2,5.0,0.0,618,,,,,,
