blocker_violations,bugs,classes,code_smells,cognitive_complexity,comment_lines,comment_lines_density,file_complexity,confirmed_issues,coverage,critical_violations,complexity,last_commit_date,development_cost,duplicated_blocks,duplicated_files,duplicated_lines,duplicated_lines_density,effort_to_reach_maintainability_rating_a,false_positive_issues,files,functions,info_violations,violations,line_coverage,lines,ncloc,ncloc_language_distribution,lines_to_cover,sqale_rating,major_violations,minor_violations,open_issues,reliability_rating,reliability_remediation_effort,reopened_issues,security_hotspots,security_hotspots_reviewed,security_rating,security_remediation_effort,security_review_rating,security_hotspots_reviewed_status,security_hotspots_to_review_status,skipped_tests
0,0,0,0,0,5,5.7,0.3,0,0.0,0,3,1582807611000,2490,0,0,0,0.0,0,0,9,2,0,0,0.0,201,83,js=67;web=16,7,1.0,0,0,0,1.0,0,0,0,,1.0,0,1.0,0,0,
0,0,0,0,0,5,5.6,0.3,0,0.0,0,3,1569399738000,2520,0,0,0,0.0,0,0,10,2,0,0,0.0,202,84,js=68;web=16,6,1.0,0,0,0,1.0,0,0,0,,1.0,0,1.0,0,0,
0,6,0,24,57,114,7.7,3.2,0,0.0,0,105,1564133766000,40980,0,0,0,0.0,0,0,34,55,0,30,0.0,2125,1366,css=342;js=1011;web=13,210,1.0,21,9,30,3.0,17,0,1,0.0,1.0,0,5.0,0,1,
3,5,43,447,16484,12027,46.0,35.1,0,0.0,69,4077,1660505295000,423720,4,3,286,0.9,0,0,123,1544,0,452,0.0,30248,14124,css=1396;js=10311;php=2388;xml=29,6114,1.0,355,25,452,4.0,37,0,11,0.0,1.0,0,5.0,0,11,
2,15,3,40,38,444,25.4,3.5,0,0.0,11,170,1661081107942,39150,0,0,0,0.0,0,0,51,134,0,55,0.0,3038,1305,css=191;js=1098;web=16,285,1.0,35,7,55,5.0,71,0,1,0.0,1.0,0,5.0,0,1,
0,1,0,27,57,74,5.0,6.4,0,0.0,0,230,1605324262000,42120,0,0,0,0.0,0,0,36,183,0,28,0.0,2259,1404,js=1388;web=16,386,1.0,28,0,28,3.0,10,0,3,0.0,1.0,0,5.0,0,3,
0,3,4,3,54,102,9.9,2.3,0,0.0,0,88,1515697828000,27990,0,0,0,0.0,0,0,40,37,0,6,0.0,1213,933,css=22;js=705;ts=162;web=44,238,1.0,3,3,6,3.0,10,0,9,0.0,1.0,0,5.0,0,9,
0,1,0,91,195,186,6.4,8.6,0,0.0,0,475,1641957014000,81510,16,7,324,5.6,0,0,55,337,0,92,0.0,5796,2717,js=2699;web=18,751,1.0,72,20,92,2.0,2,0,2,0.0,1.0,0,5.0,0,2,
0,0,0,0,8,10,9.8,5.3,0,0.0,0,16,1563376108000,2760,0,0,0,0.0,0,0,3,10,0,0,0.0,123,92,js=91;web=1,50,1.0,0,0,0,1.0,0,0,4,0.0,1.0,0,5.0,0,4,
1,23,0,57,57,93,7.9,4.3,0,0.0,1,137,1520785431000,32610,0,0,0,0.0,0,0,32,88,0,80,0.0,2319,1087,js=1076;web=11,275,1.0,42,36,80,5.0,158,0,1,0.0,1.0,0,5.0,0,1,
0,3,0,6,7,13,4.7,4.4,0,0.0,0,35,1542197988000,7890,0,0,0,0.0,0,0,8,27,0,9,0.0,572,263,js=251;web=12,53,1.0,6,3,9,3.0,15,0,0,,1.0,0,1.0,0,0,
28,272,0,1677,17,2363,5.4,1.7,0,0.0,0,164,1561573339000,1241670,684,35,5726,11.5,0,0,323,81,4,1949,0.0,49751,41389,css=26287;js=688;web=12575;xml=1839,165,1.0,1877,40,1949,5.0,336,0,49,0.0,1.0,0,5.0,0,49,
0,3,0,3,7,14,5.7,4.0,0,0.0,0,24,1551674937000,6960,0,0,0,0.0,0,0,6,16,1,6,0.0,416,232,js=221;web=11,38,1.0,3,2,6,3.0,12,0,8,0.0,1.0,0,5.0,0,8,
0,5,0,46,91,90,6.2,4.0,0,0.0,3,161,1501078469000,40710,0,0,0,0.0,0,0,48,90,0,52,0.0,1902,1357,css=178;js=1167;web=12,376,1.0,8,41,52,3.0,18,0,1,0.0,4.0,10,5.0,0,1,
0,10,0,9,53,50,4.2,3.7,0,0.0,0,161,1611946970000,34590,0,0,0,0.0,0,0,44,125,3,19,0.0,2458,1153,js=1141;web=12,299,1.0,5,11,19,3.0,42,0,9,0.0,1.0,0,5.0,0,9,
14,196,0,402,4395,2561,7.2,49.1,0,0.0,19,3924,1661076888717,987690,38,18,13669,30.8,0,0,82,1784,8,598,0.0,44395,32923,css=16705;js=16218,8489,1.0,399,158,598,5.0,500,0,8,0.0,1.0,0,5.0,0,8,
